RecID	Fname	Lname	Nbr	Address	City	State	Zip	PO Box	POCity	POState	POZip	SSN	Year	DOB
A950246	jocelyn	caratachea	13714	stanbridge ave     	Bellflower	Ca	90706					103166692		
A934893	JOCELYN	CARATACHEA	1320	banmks rd     	pompano beach	fl	33063					103166692	1923	11/26/1923
A929702	JOCELYN	CARATACHEA	534	Appleton Aven     	Jacksonville	Fla.	32210					103166692	1923	11/26/1923
A924131	CAROLINE	CARAUNA	2594	EAST WARNER AVNU    	Fresno	Ca	93710							
A949377	Melissa	Caravbeo	85	talbot av trlr b2   	canutillo	tx	79835					139318571		
A973440	jolene	caravcho	901	aloha ln     	santa cruz	ca	95062					22726002		
A979044	ALYSSA	CARAVEO	850	Talbot Ave Trlr B2   	Canutillo	Texas	79835					139318571		
A977338	MELISSA	CARAVEO	14916	Grayridge Ln     	HOUSTON	TX	77082	PO BOX 280034	houston	tx	77228	139318571		
A947855	darlene	caraveo	1205	SUMMERDALE LN     	WYLIE	TDX	75098					138223132	1966	1966//
A926883	darlene	caraveo	1205	Summerdale Ln     	Wydlie	Tx	75098					132823123		
A913231	DARLENE	CARAVEO	7433	Sienna Ridge Ln    	fort worth	tx	76131							
A970014	MELISSA	CARAVO	850	talbot avnue trlr b2   	CANUTILLO	TX	79835					139318571	1939	3/4/1939
A975640	Teresa	Caraway	904	e san bernardino    	POMONA	CA	91767					184402996		
A995514	CINDY	CARBAJAL	1810	THNIBODO ROAD APT 206   	Vista	Ca	9201					128371134		
A972650	CYNTHIA	CARBAJAL	110	Thibodo Road Apt 206   	VISTA	CA	92081					128371134		
A959258	Judith	Carbajal	18	balsam drive     	NATIONAL CITY	CA	91950	POZST OFFICE 2297	National City	Ca	91951	128254649	1980	1980//
A955222	C	CARBAJAL	1805	LAHOUD DR     	Cardiff By The Sea	Calif.	92007					128317134		
A934851	CYNTHIA	CARBAJAL	3262	montellano avn     	hacienda heights	cali	91745					128371134		
A920924	CYNTHIA	CARBAJAL	3262	MONTELLANO AVE     	HACIENDA HEIGHTS	CALI	91745							
A907442	C	Carbajal	1116s	newton street     	san fernando	ca	91340					128542649		
A929728	BRINA	CARBAJALQ-UINECHE	4675	Zinc Cutof Road    	Harrison	Garkan	72601						1917	1917//
A998806	brian	carbajal-quineche	4675	Zinc Cutoff Rd    	harrison	ar	72601						1917	1917//
A989155	Bryan	Carbajal-quineche	1806	Woodchip Ct     	RIVERVIEW	FL	33579					210157708		
A975307	BRIAN	CARBAJAL-QUINECHE	8614	Avignont      	FORT SITH	AR	72908					102157708		
A966132	BRIAN	CARBAJAL-QUINECHE	12806	woodchip ct     	riverview	fl	33579					120157708	1917	1917//
A953987	ANGIE	CARBAJAL-QUINECHE	12806	woodchip court     	RIVERVIEW	FL	33579					120150982		
A953258	biran	carbajal-quineche	8614	aviignon      	fort smith	ark.	72908					120157708		
A950022	ANGELA	CARBAJAL-QUINECHE	1206	Woodchip Court     	RIVERVIEW	FLA.	33579					120150928		
A946325	JAVIER	CARBAJAL-QUINECHE	12806	WOODCHIP C     	Riverview	Florida	33579					120157708		
A942180	Javier	Carbajal-quineche	4675	Zimnc Cutoff Road    	harrison	ar	72601					121057708		
A938596	BRIAN	CARBAJAL-QUINECHE	900	"9TH AVN E,    "	ALMETTO	FLA.	34221	Boxr 2056	palmetto	fl	34220	120157078		
A927483	b	carbajal-quineche	8614	AVIGNON      	Fort Smith	Arkansas	72908					121057708		
A964683	C	CARBAJLA	3262	montellano gave     	HACIENDA HEIGHTS	CA	91745					128371134		
A957689	LOYD	CARBAL	1550	WESFT FM 580    	LAMPASAS	TX	76550					61502307	1922	1922//
A963249	julieta	carbalildo	27498	EASTWIND DIV     	CORONA	CA	92883					134580626		
A989978	JULIETA	CARBALLIDO	27498	Eastwind Dr     	COFRONA	CALIF.	92883							
A984111	JULIETA	CARBALLIDO	201	S MONTGOMERY ST    	GILMER	TEXAS	5644	PO BOX 931	Gilmer	Tx	75644	134580626	1906	8/11/1906
A974402	J	CARBALLIDO	508	W INWOOD DR    	ARLINGTON	TX	R76010					134580626		
A927379	Julieta	Carballido	27498	eastwind dr     	CORONA	CALIFORNIA	92883					134580662		
A928003	LORI	CARBERA	1707	PARK VIEW CT    	Houston	Tx	77084					163469086		
A923479	Schunard	Carbera	1567	meadowbrook ln     	NEVADA	TX	75173					80653879		
A907188	Gustavo	Carbera	1713	lighthuse pointe dr    	Gulf Breeze	Fl	32563					132216198		
A972570	c	carbjal	1810	THIBODO ROAD AHPT 206   	VISTA	CA	92081					128371134		
A937185	I	CARCAMFO	3905	castle dr     	rwlett	tx	75089					11451029		
A997296	Santiago	Carcamo	3905	CASTLE DAR   Apt A 	rowlett	tx	75089							
A978693	SANTIAGO	CARCAMO	1930	HOLLY PL   22  	S DAYTONA	FL	32119					11455987	1938	11/2/1938
A976233	erika	carcamo	3905	CASTLE DR     	rowlett	tx	75089					11451029	1931	1931//
A975005	Noemi	Carcamo	2022	cypress ave apt 1   	El Paso	Tx	79905					103716766		
A959325	NOEMI	CARCAMO	4552	ABRUZZI CIR   UNIT 6302 	Stockton	Ca	95206					103176766		
A958197	L	Carcamo	30932	Lajoe St     	Menifee	Ca	92584					103176766	1908	1908//
A950963	NOEMI	CARCAMO	4552	ABRUZZI CRCL     	STOCKTON	CALIFX.	95206					103176766		
A923962	Santiago	Carcamo	390h5	castle dr     	ROWLETT	TEXAS	75089C					11455987	1938	1938//
A923719	NOEMI	CARCAMO	8640	auto center dr apt 4  	BUENA PAK	CALI	90621					103716766		
A918599	Noemi	Carcamo	2022	cypress ave apt 1   	EL PASO	TX	79905					103176766		
A918527	Santiago	Carcamo	3905	CASTLE DR     	ROWLETT	TX	75089					11455987		
A983061	J	CARDALES	933	XAVIER ST     	LUBBOCK	TX	79403C					88235159		
A984374	LAWRENCE	CARDARELLE	4901	Misty Ln Apt 313   	Bay City	Tx	77414					615316087		
A981453	LAWRENCE	CARDARELLE	4900	BELLAIRE AVE     	GROVES	TX	77619							
A938389	LAWRENCE	CARDARELLE	14181	SW 199TH AVE    	muiami	fl	33196	Post Office Box 4c30115	Miami	Floria	33243			
A907136	CSEAR	CARDEANS	2061	Evant Dr     	WALNUT	CA	91789	p box 1609	WALNUT	CALIF	91788			
A983737	jose	cardeas	19	IVY ARBOR LN    	houston	tx	77070					12209670		
A983197	DEMARIS	CARDEN	1139	CLEMENTINA ST     	seaxside	ca	93955	PO BOX 133	Seaside	Ca	93955	85502872		
A949643	AMRY	CARDEN	912	campbell trl     	RICHARDSON	TX	75082	PO BOX 835335	RICHARDSON	TEXAS	75083	85502782		
A916709	mary	carden	2912	yucca ave     	fort worth	tx	76111	Po Box 79373	fort worth	tx	76179	85502782		
A998074	Sylvia	Cardenas	2771	W Via Bello Dr   	RIALTO	CA	92377	po box 512	rialto	ca	92377	184661142	1902	1902//
A997640	Etta	Cardenas	2407	maryland      	El Dorado	Arkansas	71730					180431073		
A997337	JOSEPH	CARDENAS	4054	inverrary dr # 9h   	lauderhill	fl	33319					143806111		
A993751	Elsie	Cardenas	2260	N MAIN STRT APT   	salinas		ca	office box 1931	Salinas	California	93902	70228851		
A993427	CESAR	CARDENAS	6608	Lucillra Ct     	fort worth	tx	76134	Aptdo 79373	Fort Worth	Tx	76179	195398194		
A989852	judith	cardenas	664R5	"HWY 190 E,    "	livingston		tx					143799089	2005	12/3/2005
A987981	KATHERINE	CARDENAS	808	e nutwood st    	INGLEWOOD	CA	90301	Po Box 1607	INGLEWOOD	CALI	9030H8	56114751		
A986003	joseph	cardenas	46	NE 6TH STREET    	miami	fla.	33132	po box 43015	MIAMI	FLA	33243	143806111		
A984197	JOSEPH	CARDENAS	4054	INVERRARY DR # 9H   	LAUDERHILL	FL	33319							
A982856	Cesar	Cardenas	3117	gen flora wy    	FORT SMITH	AR	72908					195398149	1947	1947//
A981368	Heather	Cardenas	15135	BUDLONG AVE APT 3   	GARDENA	CA	90247					6729754		
A980896	HETTY	CARDENAS	1125	malgiers aven     	san jose	ca	95122	POST BOX C640083	SAN OSE	CALIF	95164		2004	2/29/2004
A980625	jose	cardenas	19	NIVY ARBOR LN    	HOUSTON	TX	77070					12209670		
A978545	CESAR	CARDENAS	1420	breckenridge dr apt 40   	little rock	ar	72227					195398149		
A975785	M	CARDENAS	24	EVONAIRE CRCLE     	BELLEAIR	FLNA.	33756					108431037	1910	5/1/1910
A963777	Etta	Cardenas	4233	veranda way     	modesto	california	e95357	PO BOX 582052	Modesto	Ca	95358	180431037		
A961661	CESRA	CARDENAS	39057	mount vernon avenue    	FREMONT	CA	9453R8							
A961383	bobby	cardenas	14427	KINLEY RD     	WARD	AR	72176							
A960687	Heather	Cardenas	15135	S BUDLONG AVE APT   	Gardena	Ca	90247					6729574		
A954937	JOSEPH	CARDENAS	6645	"WY 190 E,    "	Livingston	Texajs	77351					143806111	1900	1900//
A952288	M	Cardenas	2407	maryland      	EL DORADO	AR	71730						1910	1910//
A951876	joseph	cardenas	6645	"HWY 190 E,    "	livingston	texas	77351					143860111		
A951391	J	CARDENAS	802	"HIGHWAY 25 NORH,    "	QUITMAN	AR	72131						1900	1900//
A950943	Sylvia	Cardenas	9672	drincon ave     	pacoima	ca	91331	po box 330698	Pacoima	Calsi	91333	184661142	1902	1902//
A950820	Hetty	Cardenas	11170	Sw 72nd Ave    	cala	fl	34476					7629574		
A949904	BARRINGTON	CARDENAS	5314	w 25th ln apt   	HILEAH	FLA.	33016	OFFICE BOX 1267B43	HIALEAH	FL	V33012		1933	5/29/1933
A947998	ALICE	CARDENAS	3103	RHINELAND DR # A   	FORT IRWIN	CALIFORNIA	92310						1938	11/20/1938
A941584	Cesar	Cardenas	39057	MOUNT VERNON AVNUE    	FREMONT	ALIF.	94538					195389149		
A939494	joseph	cardenas	702	PRITCHARD LN     	BROCK	TX	76087					148306111		
A937482	joseph	cardenas	802	"HIGHWAY 25 N,    "	quitman	ark	72131						1900	1/1/1900
A936865	jose	cardenas	19	Ivy Arbor Ln    	HOUSTON	TX	77070							
A936354	AILCE	CARDENAS	18042	ROBINSON AV     	Port Charlotte	Fl	33948					70282851		
A933677	joseph	cardenas	3363	Atwater Drv     	North Port	Fl	34288	PO BOX 7006	NORTH PORT	FLORIDA	34290	143806111		
A933393	SYLVIA	CARDENAS	1409	S MANHATTAN PL APT   	LOS ANGELES	CA	90019	aptdo 881605	LOS ANGELES	CA	90009		1902	12/8/1902
A925467	BARRINGTON	CARDENAS	10370	SW 100TH CT    	ocala	fl	34481						1933	1933//
A925033	Bobby	Cardenas	4612	summerwind ct     	PLANT CITY	FL	33566	POST OFICE BOX 3011	plant city	fl	33563		1924	1924//
A920600	ETTA	CARDENAS	2407	mmaryland      	El Dorado	Ar	71730					184031037		
A914436	JOSEPH	CARDENAS	702	PRITCHARD TLANE     	BROCK	TIX	76087							
A912827	HEATHER	CARDENAS	610	Geraldine Dr     	jacksonville	fl	32205					6792574		
A909580	Cesar	Cardenas	39057	mount vernon avenida    	fremnt	ca	94538					195398149	1947	4/24/1947
A907312	ETTA	CARDENAS	24	EVONAIRE CI     	BELLEAIR	FLA.	3375M6							
A907083	Joesph	Cardenas	802	"highay 25 n,    "	Quitman	Ark	72131					143806111	1900	1900//
A906711	JOSE	CARDENAS	3816	Liberty Blvd     	south gate	ca	90280							
A948659	BARRINGTON	CARDENSA	10370	SOUTHWEST 100TH COURT    	OCALA	FLA.	34481					184220277		
A932448	Rogelio	Cardeso	3460	Grasnd Teton Dr    	coona	cali	92881	PO BOX G77501	CORONA	CA	92877	116482752		
A924260	DEB	CARDESO	2130	S SANTA FE AVE   	vista	ca	920w84							
A994925	SOCORRO	CARDET	113	"Collum Ln E, Apt   "	alma		ark.							
A934973	socorro	cardet	13824	Rockinghorse Ln     	alexander	ar	72002	PO BOX 56O6	alexander	arkansas	72002	55035264		
A918238	soocrro	cardet	2818	Wyoing St     	SAN ANTONO	TX	78203	po box 60362	SAN ANTONIO	TX	78269	55035264	1941	1/5/1941
A981594	Gladys	Cardiel	732	COLUMBIA AVEN     	los angeles	90017							1974	2/3/1974
A980992	GLADYS	CARDIEL	1024	Mcfarland Ave     	pacific grove	cali	93950					41126134		
A979951	Dennis	Cardiel	110F0	EBONY DR     	OXNARD	WCALI	93030						1973	10/1/1973
A977502	GLADYS	CARDIEL	404	Williamsburg Ave     	VICTORIA	TX	77904	Box 2661	Victoria	Tx	77902			
A962668	Gladys	Cardiel	1024	MCFARLAND AWV     	pacific grove	ca	93950					41126134		
A959281	D	CARDIEL	7019	san marcu st    	PARAMOUNT	CA	90723	Post Offce 361	paramount	ca	90723	195896296	1973	1973//
A940082	Denise	Cardiel	8c086	Darien Cir     	SACRAMENTO	CA	95828					195896269	1973	1973//
A931719	Gladys	Cardiel	1024	MCFARLAND AVE     	pacific grove	ca	93950					41126134		
A924716	denise	cardiel	1100EBONY	DR      	Oxnard	Ca	93030					195896296		
A996984	PHYLLIS	CARDONA	13007	CARIBBEAN BOUL     	Fort Myers	Fl	33905	po box 7586	FORT MYERS	FL	33911	196365050		
A989582	ANTONIO	CARDONA	5221	ZELZAH AVEN APT219    	encin		california	PO BOX V19412	encino	ca	91416	196369974	1913	1913//
A985311	SHAWNA	CARDONA	2816	Golfing Green Dr  B  	DALLAS	TX	75234							
A960863	A	CARDONA	13007	CARIBBEAN BOUL     	FORT MYERS	FL	33905	APARTADO 7586	Fort Myers	Fl	33911	196369974	2013	10/4/2013
A953748	Shawna	Cardona	88	parkdale dr     	southlake	tx	76092	Call Box 9235	southlake	tx	76092	122262216		
A953698	antonio	cardona	247H	HAHN ST     	San Francisco	Cali	94134	PO BOX 280911	SAN FRANCISCO	CA	94128	196369947		
A938283	A	CARDONA	2205	hollywood blvd     	Hollywood Fl 33020			POST OFNFICE BOX 817432	Hollywood	Fl	33081	196369947		
A994974	jamse	cardoso	13055	destino lane     	CERRITOS	A	90703					61599055		
A975655	ANNA	CARDOSO	266	rancho dr unit c   	chula vista	ca	91911	POST OFFICE BOX 1657	Chula Vista	Ca	91912	61575185		
A972651	J	CARDOSO	104	Brommer St     	SANTA CRUZ	CALI	95062					52533202		
A971625	m	cardoso	1113	SEAREEZE WAY APT 2   	LOMPOC	CALI93436						601878027		
A950672	mernel	cardoso	22398	ADOB RD   2a  	cottonwood	ca	96022					61878027		
A950663	JAMES	CARDOSO	12371	"SILENT BROOK TRL N,   "	Jacksonville	Fl	32225	PO BOX 5314	Jacksonville	Fl	3247	61599055		
A939402	mernel	cardoso	534	W VERNESS ST    	COVINA	CA	91723	APARTADO 2146	COVINCA	CA	91722		1941	1941//
A938725	JIM	CARDOSO	13055	Destino Ln     	CERRITOS	CA	90703					61599505		
A927389	mernel	cardoso	2300	south 3rd ave    	ARCADIA	CA	91006	Po Box 661111	ARCADIA	QCA	91066	61878027		
A921321	Mernel	Cardoso	22398ADOBE	RD      	cottonwood	ca	96022							
A905325	J	CARDOSO	3016	annadale cir     	brandon	florida	33511	POST 2885	brandon	fl	33509	61599505		
A963716	ELIHUE	CARDRICEH	23428	CAPAY ROD     	CORNING	CA	96021	Po Box 5094	Corning	Ca	96021	8965735	1967	9/19/1967
A974264	ELIHUE	CARDRICHE	900	MANCHESTER STRT # 7 Unit E 	national city	ca	91950	BUZON I2297	national city	ca	91951	80965735	1967	9/19/1967
A979013	Lydia	Careccia	282	Rolling Hills Dr    	KILLEEXN	TEXAS	76543					406254853		
A962773	LORRAINE	CARECCIA	1231	n arbor bough cir   	Fresno	Txz	77545					27676295		
A952341	LYDIA	CARECCIA	532	se 18th ave    	Cape Coral	Fla.	33990	caller 150706	Cape Coral	Fl	33915	46254853		
A949691	Lorrie	Careccia	301	northside      	quinlan	tx	75474					27676295		
A948584	Lorrie	Careccia	3Z01	NORTHSIDE      	Quinlan	Tx	75474							
A946046	lorraine	careccia	1231	N ARBOR BOUGH CIR   	FRESNO	77545						27676259		
A918293	LYDIA	CARECCIA	282	Rolling Hills Drive    	Killeen	Texas	76543					46254853		
A923235	Nadine	Carepenter	926	n ardmore ave apt   	LOS ANGELES	CA	90029					99077000		
A964462	john	carepnter	1400	BARTON RD APT 1909   	REDLANDS	CA	92373	PO BOX 1166	REDLANDS	CA	92373	135728005		
A978641	JESUS	CAREY	311	Linda Ave     	PANAMA CIHTY	FLA.	32401	POST OFFICE 16743	PANAMA CITY	FLA	32406	121355808	1966	1966//
A969237	PHILLIP	CAREY	351	nevada 41 # a   	PRESCHOTT	AR	71857	POST OFICE 261	prescott	ar	71857	112450852		
A964328	j	carey	1770	TOWTNSEND ST     	Clearwater	Fl	33755	offic box 17583	CLEARWATER	FL	33762	213155808		
A905239	phillip	carey	28	Hedge Ln     	kirby	ar	71950							
A998755	Elida	Carhart	1505	oakcrest dr     	PROVIDENCE VILLAGE	TEXAS	7K6227							
A986479	E	CARHART	1505	OAKCREST DR     	Providence Village	Ltx	76227							
A984925	E	CARHART	342	Sfc 336     	forrest city	ar	72335	POQ BOX 2647	Forrest City	Ar	72336			
A963931	ELIDA	CARHART	115	W MONTGOMERY ST    	Walnut Ridge	Ar	72476	Apartadfo 872	WALNUT RIDGE	AR	72476	183298816		
A935514	Elida	Carhart	800	CISCO VALLEY CV    	ROUND ROCK	TX	78664					183298861	1939	1939//
A923927	ELIDA	CARHART	1505	OAKCREST DR     	providencevillage	texas	76227					183298861	1939	6/13/1939
A914997	ELIDA	CARHART	107	BROOKE SREET     	HUTTO	TEXAS	78634							
A906370	Elida	Carhart	800	CISCO VALLE CV    	ROUND ROCK	TX	78664					183298816		
A909980	SUSAN	CARILLO	508	Lantana St Apt 134   	camarillo	ca	93010							
A942686	CECIL	CARIRLLO	1850	parkridge ave     	norco	ca	92860					18481434	1958	9/8/1958
A905752	JEFF	CARIRZALES	81	"44TH AVE E,    "	ELLENTONH	FLA.	34222					8674639		
A911842	G	Carjranza	5328	charlotte way     	LIVERMORE	CALIF.	94550					130738206		
A986239	Merari	Carlino	324	E Virgo Road  6  	san diego	ca	92105	po box 45236	San Diego	Caif	92145	163374283		
A975985	M	CARLINO	23781	CALLE AZORIN     	MISSION VIEJO	CA	92692	Po Box 2354	mission viejo	ca	92690			
A966340	Merari	Carlino	2912	OTIS ST # 4   	berkeley	ca	94703	PO BOXM 2183	Berkeley	Ca	94702	136374283		
A993353	RENEE	CARLISEL	739	52nd Strt     	west palm beach	fl	33407							
A990878	BRYNN	CARLISLE	423	riggins ct     	modesto	ca	95356	Aptdo 582052	MODESTO	CA	95358	91894543		
A978957	renee	carlisle	739	52ND ST     	West Palm Beach	Fl	33407					64897986		
A967002	BRYNN	CARLISLE	11164	BETHANY WAY     	CIBOLO	TX	78108					91894543	2025	2/5/2025
A937302	BRYNN	CARLISLE	1S3551	NORLAND STRT     	san antonio	tx	78232					91894543		
A931344	Renee	Carlisle	40314	FREEMONT RD     	magnolia	texas	77354					64879986		
A916229	BRYNN	CARLISLE	14s8	N Rock River Dr   	DIAMOND BAR	CA	91765					91894543		
A913812	brynn	carlisle	13551	NORLAND STREET     	SAN ANTONIO	TX	78232							
A995970	MARIAH	CARLOS	9	La Sierra Dr    	Pobmona	Ca	91766	PO BOX 1843	Pomona	Calif	91769	7270999		
A982187	Mary	Carlos	3801	VISTA POINT WAY    	Palmdale	Ca	93551	PO BX 901243	Palmdale	Ca	93590	7270999		
A978325	AMRIA	CARLOS	531	Qwild Horse Ln    	San Marcos	Ca	92078	po bopx 131	san marcos	calif	92079			
A969947	rodolfo	carlos	950	HANCOCK CREEK SOUTH BLVD   	CAPE CORAL FLA. 33909			Po Box 150706	cape coral	fl	33915	15692923		
A958121	Micahel	Carlos	27335	ALTAMERE AVE     	canyon country	ca	91351					101220560		
A950121	Maria	Carlos	3405	PERRYVILLE DR     	CONWAY	AR	72032	Caller10290	CONWAY	ARK	72034			
A948902	MICHAEL	CARLOS	27z30	summit oak cir    	DALLAS	TX	75227	Po Box 810892	DALLAS	TX	75381	101220506		
A947412	RODOLFO	CARLOS	3702	W 180t Pl    	TORRANCE	CA	90504	CALLR 268	Torrance	Cali	90507	15692923		
A946826	RODOLFO	CARLOS	240	W MARIPOSA UNIT C   	San Clemente	Ca	92672							
A940670	mike	carlos	273n35	altamere ave     	Canyon Country	Ca	91351					101220560		
A937149	M	CARLOS	301	NORTH 47TH ST    	FORT SMITH	AR	72903					7270999		
A935749	MARIA	CARLOS	301	N 47TH ST    	FORT SMITH	AR	72903					7270999	1979	5/20/1979
A927083	Michael	Carlos	27335	altamere ave     	Canyon Country	Ca	91351					101220560		
A920398	RODOLFO	CARLOS	2711	CASCABEL TER     	NORTH PORT	FLORIDA	34286	Box 7006	North Port	Fl	34290	15692923		
A917566	Rodolfo	Carlos	24	W MARIPOSA UNIT C   	SAN CLEMENTE	CA	92672							
A956181	Marsha	Carlow	2012	PHILLIPPI STREET     	san fernando	caif.	91340					23125111		
A935820	m	carlow	6201	ERICE ST     	VENICE	FL	34293					23125111	1914	1914//
A935542	MARY	CARLOW	6201	erice strt     	venice	fl	34293							
A916642	MAYR	CARLOW	967	w 4th st    	POMONA	CALIFORNIA	91766					23125111	1914	9/29/1914
A911943	m	carlow	967	W 4TH ST    	pomona	ca	91766						1914	9/29/1914
A984103	c	carlson	8919	grindelia ct     	Hesperia	Ca	92k344					25358007		
A956016	J	CARLSON	8919	grindelia cokurt     	HESPERIA	CALIF.	9234					25350277		
A915994	chet	carlson	3629	W 118TH ST    	INGLEWOOD	CA	90303	po box 1607	INGLEWOOD	CA	90308	25358007	1981	1981//
A975235	kathie	carlto	1256	Enterprise Osteen Rd    	ENTERPRISE	FLORIDA	32725						1945	8/5/1945
A981809	ANDRE	CARLTON	780	E 8th St    	HIALEAH	33010		buzoen 126743	hialeah	fl	33012	141324346		
A968858	ANDRE	CARLTON	1256	LENTERPRISE OSTEEN RD    	Enterprise	Fl	32725					141324364	1946	1946//
A963567	Andre	Carlton	111	GAVIN RD   226  	marion	ark	72364	PO BOX 1312	Marion	Ar	72364			
A935627	kathei	carlton	256	Enterprise Osteen Rd  A  	ENTERPRISE	FL	32725					141371710		
A914870	ANDRE	CARLTON	1256	Enterprise Osteen Rd    	enterprise	fl	32725					141324346		
A968586	onita	carlucci	5409	Sunny Glen Court    	Bakersfield	Cali	9313					91957862	1989	1989//
A964099	ONITA	CARLUCCI	13225	101st sat lot 240   	Largo	Florida	33773					99157862		
A951726	ONITA	CARLUCCI	114	w santa ana st   	anaheim	ca	92805					99158762		
A947133	Onita	Carlucci	13225	101ST ST LOT 240   	LARGO	FL	33773							
A936512	ONITA	CARLUCCI	4298	NEW EFFORT RD    	CARYVILLE	FLA.	32427							
A927610	onita	carlucci	530	FAIRCHILD RD     	CRESTVEW	FL	32539	Ffice Box 546	crestview	fl	32536	99157862		
A924137	ONITA	CARLUCCI	4298	newk effort rd    	CARYVILLE	FLA.	32427					99517862		
A921696	Onita	Carlucci	13225	101stst Lot 240    	Largo	Fl	33773					909157862		
A905709	onita	carlucci	114	Wet Santa Ana Str   	Anaheim	Ca	92805							
A994465	JACLIN	CARLYLE	5527	NW 113TH AVE    	DORAL	FL	33178					64080638		
A991945	AJCLIN	CARLYLE	5527	nw 113tlh ave    	Dorhal		Fl					64080638		
A991925	miosotis	carlyle	1630	n 25th ave apt   	hollywxood		fl	PO BOX 8174Z32	HOLLYWOOD	FL	3381	70792836		
A958010	T	Carlyle	1364	raintree bnd apt 303   	clrmont	fl	34714					70792836	1921	1921//
A953579	JACLIN	CARLYLE	14830	Sw 82nd St    	MIAMI	FL	3193	Po Box 430115	miami	fl	33243			
A932918	MIOSOTIS	CARLYLE	1364	RAINTREE BND APT 303   	CLERMONTR	FLORIDA	34714					70792836		
A911168	miosotis	carlyle	3715	BUMPNOSE RD     	MARIANNA	FL	32446	Post Ox 627	marianna	fl	32447		1921	8/22/1921
A909673	JACLIN	CARLYLE	789	SAINT MICHAEL WAY    	Salinas	93905						64080683		
A991968	C	CARMACK	18448	CR 110     	FLINT		TEXAS					17785264		
A977380	MARSHA	CARMACK	5301	Mallory Drv     	HALTOM CITY TX 76117							17782564	1968	10/11/1968
A939167	C	CARMACK	18448	CR 1100     	Flint	Texas	75762							
A920043	MARCIE	CARMACK	5301	MALLOBRY DR     	HALYTOM CITY	TEXAS	76117							
A973399	CHARLENE	CARMOAN	6213	queen jane st    	CORPUS CHRISTI	TX	78414					141269866		
A928064	Mell	Carmoan	13341	Twin Hills Dr Apdt   	SEAL BEACH	CALIF.	740					41223835	1901	1901//
A961511	Tad	Carmody	551	DARLINGTON WAY   9  	LINCOLN	CA	95648					414971814		
A957866	thaddeus	carmody	5207	tidewater dr     	huston	texas	77045	POST BOX 280034	Houston	Tx	M77228	144971814		
A915465	tad	carmody	245	YOLANDA DR     	EL PASO	TX	79915	POST OGFFICE BOX 27096	EL PASO	STX	79926	144971814		
A930983	milly	carmon	68297	Terracey Rd     	CATHEDRAL CITY	CA	92234					41223835		
A974568	sandra	carmona	83	AMMUNITION RD     	EL CAJON	CA	9220							
A971457	Angelina	Carmona	4105	Thatch Ave   281  	BAKERSFIELD	CALI	93313	aptdo 60103	Bakersfield	Ca	93386	111565671		
A965266	TORREY	CARMONA	230	FRIESIAN WAY     	Sanford	Florida	32773					41225451	1909	1909//
A961165	Torrey	Carmona	13341	twin hills driv apt   	SEAL BEACH	CA	90740					41225451		
A960206	sandra	carmona	583	Ammunition Rd     	EL CAJON	CA	92020					104383380	1946	1/7/1946
A955803	DAVY	CARMONA	1811	Ludig Ave     	santa rosa	ca	95407					78178285	1958	12/25/1958
A952379	CASSANDRA	CARMONA	583	AMMUNITION RD     	El Cajon	Ca	92020						1946	1/7/1946
A947198	ALEXANDRA	CARMONA	1581	ridgecrest street apt b   	monterey park	california	91754					104383380		
A946970	DAVID	CARMONA	181	Ludwig Avenida     	santa rosa	c	95407					708178258		
A941039	TORREY	CARMONA	10162	Haverill Ridge Driv    	Rivervwiew	Fla.	33578	POSTD OFFICE BOX 2705	RIVERVIEW	FL	33568			
A939548	C	CARMONA	21237	Lassen St Unit2  1102  	chatsworth	ca	91311					85561708	1911	1911//
A915449	MILDRED	CARMONA	13341	twin hills dr apt   	SEALX BEACH	CA	90740					41228335	2001	7/31/2001
A905024	DVAID	CARMONA	1811	ludwig ave     	SANTA ROSA	CA	95407					78178258		
A971191	tad	carmoyd	51	DARLINGTON WAY     	Lincoln	Ca	95648					144971814		
A922037	TAD	CARMOYD	551	DARLINGTON WAY     	LINCOLN	CA	95648					144978114		
A939083	CAROL	CARNELL	990	GLENWOOD DR     	SONOMA	CA	95476						1922	10/6/1922
A926460	CAROL	CARNELL	400	Josephine Str     	KERRVILLE	TX	78028					191619944	1922	10/6/1922
A987160	ELIZABETH	CARNEY	18723	riverstone court     	DALLAS	TEXAS	75252J	Po Box 810892	DALLAS	TX	7381	131111196		
A927329	ELIZABETH	CARNEY	2565	"67TH TERR NORT,    "	ST PETERSBURG	FLA.33702						131111196	1925	1/19/1925
A923253	Elizabeth	Carney	2565	"67th ter n,    "	St Petersburg	Fl	33702					131111169		
A967664	HAE	CARNKER	1602	E FRANKFORD RD APT   	carrollton	texas	75007					176263723		
A995935	DANA	CARO	3230	Seaward Dr     	pompano beach	fl	33062					74981905		
A980577	DANA	CARO	9501	"daniels mill drive w,   "	JACKSONVILLE	FL	32244					74981905		
A978690	Barbara	Caro	16586	NAWAKWA RD     	Apple Valley	Ca	92307							
A971428	theresa	caro	1166	broo road     	CALEARWATER	FL	33755					105860965	1964	7/16/1964
A951079	J	Caro	1166	Brook Rd     	CLEARWATER	FL	33755					105860965		
A946207	barbara	caro	14102	SOUTH FALBERTSON AVNUE    	COMPTON	CA	90222					57841696		
A937976	Ivan	Caro	8311	Lonely Hil Way    	ANTELOPE	CA	95843					31067620		
